Product Name,Region,Warehouse ID,Date,Business Unit,Strategic Initiative,Revenue,Expenses,Net Profit,ROI (%),Cost per Unit,Inventory Units,Carrying Cost Rate,Inventory Carrying Cost,Logistics Spend,Automation Investment,Automation Savings,ROI on Automation (%),Risk Category,Risk Score,Risk Status,Order Fulfillment Rate (%),Avg Delivery Time (Days),Network Efficiency Score,Carbon Emission (kg),Emission per Order (kg),Renewable Energy Usage (%),Waste Reduction (%),Initiative Impact Score,Projected Growth (%)
Sony Headphones,East,WH_2,2025-05-11,Home Essentials,Sustainable Packaging,64289.01,46223.19,18065.82,39.08,244.71,1555,19.47,74088.03,14593.43,6537.51,1235.53,18.9,Medium,9.71,Stable,89.73,3.04,93.58,1412.54,0.91,94.57,19.99,99.86,7.7
Wooden Table,North,WH_3,2025-05-27,Home Essentials,Warehouse Automation,72355.18,60161.57,12193.609999999993,20.27,399.87,3451,15.09,208234.66,3809.33,6753.82,679.0,10.05,Low,7.44,Watchlist,86.07,6.95,84.38,1502.01,0.44,60.53,56.02,84.59,13.15
LEGO Set,East,WH_2,2025-04-22,Consumer Goods,Green Logistics,69822.45,15782.47,54039.979999999996,342.41,310.21,4713,19.75,288748.9,10807.13,8592.74,1723.16,20.05,Medium,1.95,Stable,88.75,4.31,85.56,1951.3,0.41,66.02,32.29,69.56,16.59
Wooden Table,South,WH_1,2025-04-10,Fashion,Green Logistics,47437.79,45813.61,1624.1800000000003,3.55,66.87,1260,10.22,8610.98,6459.87,15901.13,2452.32,15.42,Medium,5.29,Watchlist,95.47,3.99,72.02,611.71,0.49,76.86,11.13,67.15,6.64
Sony Headphones,South,WH_2,2025-05-18,Electronics,Sustainable Packaging,48373.24,25040.79,23332.449999999997,93.18,400.9,1611,7.8,50376.29,10545.0,8516.07,1681.73,19.75,Low,5.05,Watchlist,90.64,5.38,76.17,2380.81,1.48,84.7,13.13,55.09,18.08
Samsung Galaxy S22,East,WH_1,2025-05-22,Electronics,Demand Forecasting,87637.29,48608.94,39028.34999999999,80.29,323.16,4990,10.83,174641.16,7103.07,3170.41,381.71,12.04,Medium,6.56,Critical,95.24,3.14,88.43,711.88,0.14,30.72,15.89,65.27,7.75
Sony Headphones,West,WH_3,2025-06-13,Home Essentials,Sustainable Packaging,48073.49,25962.58,22110.909999999996,85.16,273.32,1519,13.32,55301.05,8365.35,3665.63,413.91,11.29,Medium,6.57,Watchlist,98.8,4.17,75.85,1459.86,0.96,64.93,42.65,70.46,12.38
Samsung Galaxy S22,West,WH_2,2025-06-01,Home Essentials,Warehouse Automation,81629.28,21899.02,59730.259999999995,272.75,26.02,1941,13.06,6595.93,4186.72,9689.11,1923.32,19.85,Medium,5.95,Stable,93.3,2.97,86.29,2977.23,1.53,63.36,47.84,88.0,11.62
Nike T-Shirt,West,WH_3,2025-04-15,Consumer Goods,Warehouse Automation,33653.37,29704.92,3948.4500000000044,13.29,52.62,1061,16.63,9284.5,5080.3,16403.35,2748.95,16.76,Medium,8.75,Critical,94.18,2.41,74.18,1016.55,0.96,36.56,12.97,67.54,9.22
Corn Flakes,East,WH_4,2025-05-28,Fashion,Last-Mile Optimization,56297.35,51175.58,5121.769999999997,10.01,409.44,1210,19.44,96310.11,12213.98,18456.61,4586.42,24.85,High,2.14,Stable,88.62,5.41,94.85,2403.68,1.99,74.1,34.47,78.87,9.03
IKEA Chair,West,WH_2,2025-06-24,Consumer Goods,Green Logistics,35040.31,33127.83,1912.479999999996,5.77,190.84,4098,9.91,77502.38,2032.15,15708.57,3087.44,19.65,High,9.75,Critical,94.63,3.47,71.9,1836.06,0.45,37.43,31.48,60.59,9.03
Barbie Doll,East,WH_2,2025-05-26,Electronics,Sustainable Packaging,40936.57,29528.58,11407.989999999998,38.63,33.72,915,14.39,4439.86,12877.13,1309.35,308.86,23.59,Low,4.97,Stable,99.38,3.85,99.87,2773.52,3.03,90.57,25.09,93.72,18.15
Adidas Sneakers,East,WH_3,2025-06-29,Fashion,Green Logistics,68402.01,8283.42,60118.59,725.77,316.55,2018,11.44,73078.48,3185.59,2808.49,260.3,9.27,Low,2.19,Stable,92.53,3.95,70.24,1358.94,0.67,29.65,53.02,84.7,12.17
Adidas Sneakers,North,WH_2,2025-05-29,Consumer Goods,Green Logistics,36932.98,17221.42,19711.560000000005,114.46,408.55,1190,14.62,71078.71,10802.78,2299.82,374.08,16.27,High,6.85,Watchlist,90.09,2.67,92.45,2799.74,2.35,69.29,32.12,60.86,18.45
IKEA Chair,North,WH_1,2025-05-26,Home Essentials,Last-Mile Optimization,22584.72,9870.4,12714.320000000002,128.81,51.28,4633,14.01,33284.99,11375.34,6413.5,1528.05,23.83,Low,8.63,Critical,97.7,2.63,88.21,971.62,0.21,51.34,42.31,89.19,16.91
Wooden Table,West,WH_2,2025-06-20,Consumer Goods,Warehouse Automation,16391.08,15123.53,1267.550000000001,8.38,15.91,3058,19.01,9248.89,3715.78,17355.47,2840.68,16.37,Medium,5.92,Stable,96.06,6.75,93.11,541.72,0.18,25.4,23.11,51.99,5.91
Tomato Ketchup,East,WH_2,2025-05-03,Home Essentials,Demand Forecasting,67648.36,38683.23,28965.129999999997,74.88,84.81,784,9.65,6416.39,8646.96,4860.75,1028.59,21.16,High,3.94,Critical,94.2,6.09,90.43,665.29,0.85,75.89,46.5,92.32,5.87
Corn Flakes,West,WH_4,2025-06-02,Consumer Goods,Demand Forecasting,37836.11,29354.33,8481.779999999999,28.89,372.92,1078,5.19,20864.2,3783.75,1215.66,181.48,14.93,Medium,5.71,Critical,88.76,3.55,92.49,2683.65,2.49,78.63,15.9,94.99,10.03
Pasta,North,WH_4,2025-04-16,Fashion,Sustainable Packaging,50967.8,21554.1,29413.700000000004,136.46,254.81,4743,7.5,90642.29,4045.03,15693.25,3591.46,22.89,High,7.51,Stable,95.74,1.51,95.76,530.72,0.11,23.68,28.2,96.01,7.68
Adidas Sneakers,North,WH_3,2025-04-14,Home Essentials,Warehouse Automation,92426.93,32970.95,59455.979999999996,180.33,414.74,4782,10.59,210030.06,8526.53,18136.88,1557.39,8.59,High,9.83,Watchlist,86.0,4.06,78.47,2612.12,0.55,46.18,37.65,50.4,8.01
Adidas Sneakers,East,WH_4,2025-06-16,Electronics,Demand Forecasting,99800.84,78554.64,21246.199999999997,27.05,368.91,4577,16.41,277083.03,5186.65,1121.18,148.0,13.2,Low,5.87,Critical,97.17,6.32,98.53,503.66,0.11,72.58,52.45,86.36,6.56
iPhone 14,South,WH_4,2025-04-23,Home Essentials,Demand Forecasting,35184.27,6325.1,28859.17,456.26,123.42,4357,11.2,60226.99,13642.51,9710.7,1938.06,19.96,High,1.86,Stable,94.24,3.67,87.76,655.71,0.15,73.0,16.54,64.58,17.76
Wooden Table,West,WH_2,2025-05-08,Fashion,Last-Mile Optimization,16721.87,7376.17,9345.699999999999,126.7,392.17,4889,6.63,127118.26,3373.55,9541.77,1076.38,11.28,Low,5.82,Stable,91.55,4.05,95.57,726.05,0.15,84.61,25.21,85.24,14.05
Tomato Ketchup,East,WH_4,2025-04-12,Electronics,Green Logistics,45662.0,6990.43,38671.57,553.21,156.43,1524,5.47,13040.44,7257.1,9591.82,1914.68,19.96,Low,1.85,Stable,96.66,2.27,70.36,2575.93,1.69,98.61,16.54,91.18,10.58
iPhone 14,North,WH_3,2025-04-07,Fashion,Green Logistics,91224.65,43234.71,47989.939999999995,111.0,73.11,2816,6.84,14082.04,14249.65,1962.12,460.76,23.48,Medium,8.4,Watchlist,92.19,3.61,82.8,1384.86,0.49,92.66,23.75,72.3,7.23
IKEA Chair,South,WH_4,2025-06-16,Fashion,Demand Forecasting,15488.12,7934.32,7553.800000000001,95.2,77.25,1733,14.64,19599.19,12363.57,5733.81,1426.67,24.88,High,8.15,Watchlist,96.34,3.48,86.34,1711.7,0.99,93.01,35.12,69.42,7.7
iPhone 14,South,WH_4,2025-05-17,Consumer Goods,Last-Mile Optimization,42168.96,26706.26,15462.7,57.9,124.05,1407,6.5,11344.99,10539.24,6064.01,1293.19,21.33,High,1.5,Stable,93.35,6.9,81.65,2838.02,2.02,99.32,18.69,61.83,9.77
Corn Flakes,East,WH_2,2025-06-05,Consumer Goods,Last-Mile Optimization,60679.8,15480.81,45198.990000000005,291.97,494.12,4132,13.13,268075.71,4282.24,1721.31,105.4,6.12,High,2.97,Critical,91.93,3.32,88.42,2516.11,0.61,47.26,18.87,90.12,18.02
Barbie Doll,South,WH_2,2025-06-28,Electronics,Green Logistics,42840.09,7744.6,35095.49,453.16,355.22,3340,13.79,163609.36,6375.29,7129.46,1747.94,24.52,High,9.54,Critical,98.93,5.07,75.23,2921.86,0.87,75.48,56.44,89.35,8.35
Tomato Ketchup,South,WH_2,2025-06-10,Home Essentials,Last-Mile Optimization,21461.35,16997.54,4463.809999999998,26.26,474.91,4792,10.87,247376.06,14925.68,19338.49,1092.17,5.65,High,3.86,Critical,88.2,4.61,98.1,851.61,0.18,79.63,21.9,99.12,7.52
iPhone 14,North,WH_2,2025-05-07,Fashion,Demand Forecasting,32458.68,6861.56,25597.12,373.05,135.76,985,15.81,21141.7,2625.92,9326.18,1249.06,13.39,Low,8.96,Watchlist,97.79,3.43,81.26,2572.02,2.61,83.1,38.9,87.91,8.38
Adidas Sneakers,North,WH_4,2025-05-04,Fashion,Green Logistics,16678.04,6986.5,9691.54,138.72,193.97,714,13.21,18295.13,13675.61,2768.99,467.42,16.88,High,9.04,Critical,85.45,6.68,74.95,2724.38,3.82,32.57,15.06,60.28,7.85
Levi's Jeans,East,WH_4,2025-04-02,Fashion,Last-Mile Optimization,45361.2,27185.04,18176.159999999996,66.86,250.56,546,10.41,14241.48,7558.88,6596.44,1203.22,18.24,High,5.32,Stable,85.37,2.44,78.75,704.84,1.29,87.5,25.42,69.87,12.34
Adidas Sneakers,North,WH_1,2025-05-12,Home Essentials,Warehouse Automation,26792.46,5972.31,20820.149999999998,348.61,225.47,2257,8.39,42695.52,5491.31,2171.15,435.2,20.04,High,1.87,Critical,89.98,4.48,99.12,1974.32,0.87,64.29,52.04,90.92,11.28
Nike T-Shirt,West,WH_3,2025-04-13,Electronics,Demand Forecasting,91249.95,66608.83,24641.119999999995,36.99,256.03,4333,17.01,188705.2,10807.95,12785.19,946.82,7.41,Medium,2.56,Stable,99.1,5.95,73.79,1558.44,0.36,99.06,31.77,99.86,14.41
Samsung Galaxy S22,East,WH_2,2025-05-18,Fashion,Green Logistics,45761.95,18293.56,27468.389999999996,150.15,145.34,3853,18.76,105055.07,2160.73,14307.83,2396.78,16.75,Medium,2.01,Stable,87.15,4.73,92.75,2849.12,0.74,93.99,38.13,55.05,9.29
IKEA Chair,East,WH_2,2025-06-16,Home Essentials,Last-Mile Optimization,61482.09,31718.66,29763.429999999997,93.84,94.38,3401,7.16,22982.62,9912.52,14179.56,818.96,5.78,Medium,7.21,Stable,95.81,6.56,96.91,550.58,0.16,85.39,25.15,64.02,12.37
Nike T-Shirt,North,WH_2,2025-06-15,Electronics,Warehouse Automation,79662.78,28956.92,50705.86,175.11,367.11,831,7.82,23856.35,4748.08,16655.42,3300.92,19.82,High,8.8,Stable,92.47,2.37,79.33,1766.99,2.13,30.85,52.56,93.97,5.43
iPhone 14,South,WH_2,2025-05-02,Consumer Goods,Warehouse Automation,92622.8,66742.0,25880.800000000003,38.78,144.25,3902,12.58,70808.23,10260.33,3353.58,188.18,5.61,Medium,5.4,Watchlist,87.57,6.29,87.61,1374.4,0.35,33.08,54.72,87.45,15.33
Barbie Doll,West,WH_4,2025-06-25,Consumer Goods,Warehouse Automation,96842.58,83719.3,13123.279999999999,15.68,327.22,1793,9.04,53038.17,7323.59,1380.99,284.57,20.61,High,1.08,Stable,94.39,4.81,70.25,1130.98,0.63,84.41,25.27,98.35,14.64
Nike T-Shirt,West,WH_2,2025-04-15,Fashion,Demand Forecasting,37193.06,21760.93,15432.129999999997,70.92,315.57,4888,6.53,100725.65,8649.68,13584.75,2970.4,21.87,Medium,6.05,Critical,93.83,3.14,73.24,659.59,0.13,99.07,42.03,93.07,8.92
Bookshelf,East,WH_3,2025-04-29,Electronics,Warehouse Automation,15109.72,13667.22,1442.5,10.55,406.91,3410,14.91,206885.66,10849.82,14704.38,2662.67,18.11,Medium,3.33,Watchlist,90.87,5.55,87.49,2986.88,0.88,85.28,27.16,85.67,15.29
Nike T-Shirt,West,WH_3,2025-04-27,Fashion,Sustainable Packaging,69185.32,40831.33,28353.990000000005,69.44,153.95,3956,6.92,42144.61,5362.47,16358.53,3313.97,20.26,Low,9.52,Watchlist,94.49,2.72,76.7,2678.58,0.68,53.64,54.34,68.58,13.78
Barbie Doll,North,WH_2,2025-06-19,Home Essentials,Green Logistics,62228.18,40518.94,21709.239999999998,53.58,241.39,1693,12.51,51125.03,13277.47,8251.72,904.98,10.97,Low,8.84,Stable,86.99,2.6,82.28,1923.51,1.14,92.53,32.88,65.82,15.74
Adidas Sneakers,West,WH_4,2025-06-02,Fashion,Warehouse Automation,10424.22,6483.68,3940.539999999999,60.78,382.98,1481,13.64,77365.18,4059.66,15919.01,3278.53,20.6,Low,6.53,Critical,91.23,3.86,84.32,511.67,0.35,62.7,46.53,97.5,18.38
Pasta,South,WH_4,2025-06-08,Consumer Goods,Green Logistics,30363.91,27243.77,3120.1399999999994,11.45,162.93,941,10.75,16481.59,9652.72,4173.38,896.31,21.48,Medium,9.54,Watchlist,95.55,4.78,80.14,2719.94,2.89,99.64,27.14,95.07,10.39
Levi's Jeans,West,WH_2,2025-06-05,Consumer Goods,Warehouse Automation,29007.12,5526.07,23481.05,424.91,257.27,1108,10.5,29930.79,10457.02,1709.91,385.26,22.53,Medium,7.94,Critical,85.7,6.97,89.86,2133.92,1.93,21.58,44.49,70.84,10.7
Tomato Ketchup,West,WH_2,2025-06-21,Electronics,Warehouse Automation,10837.41,7456.8,3380.6099999999997,45.34,59.48,4362,9.05,23480.38,9873.25,3606.11,779.39,21.61,Low,5.6,Critical,86.71,2.13,73.19,996.62,0.23,35.98,23.15,76.16,8.03
Bookshelf,East,WH_2,2025-05-30,Electronics,Green Logistics,28692.46,27108.01,1584.4500000000007,5.84,172.0,122,5.19,1089.07,3157.04,3098.19,510.68,16.48,Medium,2.34,Stable,96.3,1.91,91.71,2761.95,22.64,71.55,32.84,98.86,8.96
Adidas Sneakers,South,WH_2,2025-06-11,Consumer Goods,Last-Mile Optimization,48339.57,10023.1,38316.47,382.28,427.11,475,5.15,10448.18,3799.13,13296.77,1538.86,11.57,Medium,9.6,Watchlist,97.74,2.01,94.45,957.17,2.02,52.06,58.12,63.59,10.79
Sony Headphones,West,WH_1,2025-06-24,Electronics,Green Logistics,15278.18,14686.85,591.3299999999999,4.03,88.1,3508,18.67,57700.53,8274.77,11809.93,1625.43,13.76,High,4.42,Watchlist,93.86,6.24,96.4,2318.2,0.66,91.34,34.15,74.41,18.31
iPhone 14,North,WH_3,2025-06-28,Fashion,Last-Mile Optimization,71013.6,55667.33,15346.270000000004,27.57,292.56,4728,8.36,115637.5,14424.9,17589.73,2705.65,15.38,High,7.31,Stable,91.28,5.5,84.46,2159.28,0.46,71.31,17.43,91.32,18.38
Barbie Doll,North,WH_3,2025-05-28,Electronics,Sustainable Packaging,54625.14,13208.19,41416.95,-5.05,378.2,2726,8.61,88766.79,14611.89,1956.66,184.99,9.45,High,4.41,Stable,86.14,3.94,87.19,720.05,0.26,59.88,25.8,99.03,16.18
Corn Flakes,North,WH_1,2025-06-10,Consumer Goods,Sustainable Packaging,90109.98,52860.11,37249.869999999995,70.47,330.75,3837,19.26,244426.3,6723.45,2031.23,192.12,9.46,Medium,3.99,Critical,93.7,5.44,80.9,1631.33,0.43,27.79,42.95,50.11,10.33
iPhone 14,East,WH_2,2025-04-16,Fashion,Green Logistics,22640.43,17645.65,4994.779999999999,28.31,363.56,976,8.81,31260.92,4546.98,3294.17,726.16,22.04,Low,5.11,Stable,95.39,2.09,82.43,2816.57,2.89,87.0,39.44,88.61,11.76
Bookshelf,South,WH_4,2025-06-02,Home Essentials,Green Logistics,59790.37,28713.84,31076.530000000002,108.23,296.71,4264,16.72,211536.66,13832.36,14144.54,1198.47,8.47,Low,1.93,Critical,93.71,6.35,85.12,1461.66,0.34,98.36,55.8,88.12,9.1
Sony Headphones,East,WH_2,2025-05-20,Home Essentials,Warehouse Automation,73001.29,55893.99,17107.299999999996,30.61,156.47,4587,17.91,128545.07,11254.37,18774.73,3314.05,17.65,Low,2.89,Critical,89.21,3.4,90.17,2953.34,0.64,72.01,57.92,75.19,15.41
Wooden Table,North,WH_2,2025-06-19,Fashion,Sustainable Packaging,94840.63,68797.95,26042.680000000008,37.85,340.38,4473,9.29,141442.08,13014.91,16357.79,2528.03,15.45,Low,4.43,Stable,94.72,2.6,92.51,902.34,0.2,42.93,22.53,91.97,15.36
Samsung Galaxy S22,North,WH_2,2025-06-28,Fashion,Demand Forecasting,70797.34,41970.54,28826.799999999996,68.68,119.91,4697,10.83,60996.43,8641.99,16139.84,3054.07,18.92,High,6.98,Watchlist,90.62,6.76,99.27,1281.63,0.27,64.17,10.65,62.57,14.31
LEGO Set,West,WH_4,2025-06-18,Electronics,Last-Mile Optimization,76460.5,19039.78,57420.72,301.58,365.21,1685,9.41,57907.15,4306.54,13970.52,1220.96,8.74,Low,7.62,Stable,90.47,3.86,86.7,825.17,0.49,66.72,22.75,66.53,15.65
iPhone 14,South,WH_2,2025-06-20,Fashion,Sustainable Packaging,85882.6,29358.18,56524.420000000006,192.53,397.06,4606,10.37,189652.61,12192.41,7039.32,661.64,9.4,Low,5.69,Critical,87.31,4.49,82.1,1373.51,0.3,90.67,43.17,66.55,9.4
Pasta,West,WH_3,2025-05-15,Consumer Goods,Green Logistics,31631.31,22104.34,9526.970000000001,43.1,460.12,2097,19.38,186992.12,10873.17,7097.8,1655.11,23.32,Low,4.47,Critical,95.5,1.64,85.51,2426.24,1.16,61.14,35.44,74.34,9.45
Sony Headphones,East,WH_3,2025-06-18,Consumer Goods,Green Logistics,10659.75,5370.55,5289.2,98.49,338.46,1846,17.97,112276.05,7514.72,2974.61,468.65,15.76,High,8.91,Critical,96.24,5.06,98.19,2367.23,1.28,32.3,32.96,66.59,6.31
Barbie Doll,East,WH_2,2025-04-30,Consumer Goods,Sustainable Packaging,33278.32,15972.91,17305.41,108.34,318.81,3647,9.75,113363.26,7063.52,3247.81,166.22,5.12,High,6.57,Critical,93.49,5.35,72.18,2820.12,0.77,28.49,49.34,65.07,6.3
Barbie Doll,West,WH_3,2025-06-01,Home Essentials,Demand Forecasting,52658.89,30424.48,22234.41,73.08,76.83,3303,16.95,43013.93,13043.08,6604.59,1167.75,17.68,Medium,7.1,Critical,94.4,6.77,70.33,2686.92,0.81,31.31,12.09,78.64,10.91
Tomato Ketchup,North,WH_2,2025-06-29,Fashion,Warehouse Automation,75334.36,19892.38,55441.979999999996,278.71,453.76,4298,7.14,139248.6,4391.91,12720.81,1279.06,10.05,Low,2.63,Critical,97.36,6.18,97.97,2985.78,0.69,56.9,37.48,64.53,6.01
Sony Headphones,West,WH_3,2025-06-21,Fashion,Last-Mile Optimization,31107.96,12444.35,18663.61,149.98,44.21,1685,9.77,7278.05,7858.4,12710.51,1412.58,11.11,High,2.37,Critical,90.29,3.24,82.85,512.08,0.3,39.69,21.08,86.99,11.54
Wooden Table,South,WH_3,2025-05-12,Fashion,Demand Forecasting,79729.03,41390.9,38338.13,92.62,63.33,771,17.63,8608.28,13163.28,3660.03,577.27,15.77,Medium,7.6,Critical,86.11,1.91,70.56,1767.95,2.29,22.5,39.09,70.26,13.85
Adidas Sneakers,East,WH_3,2025-05-08,Home Essentials,Warehouse Automation,90229.38,55251.31,34978.07000000001,63.31,430.01,1196,11.97,61560.75,8635.36,8538.92,1284.54,15.04,High,3.15,Critical,94.92,5.66,74.21,898.06,0.75,65.31,38.29,93.61,7.19
LEGO Set,East,WH_1,2025-05-08,Consumer Goods,Warehouse Automation,15657.5,8937.26,6720.24,75.19,30.98,1793,12.77,7093.37,12288.99,8373.77,1955.95,23.36,Low,1.36,Critical,89.7,5.37,85.64,2574.12,1.44,86.79,23.17,77.22,7.61
Nike T-Shirt,East,WH_4,2025-05-30,Consumer Goods,Sustainable Packaging,30060.93,15170.78,14890.15,98.15,410.45,2926,12.3,147720.13,8267.43,12480.01,1876.59,15.04,Low,4.96,Stable,86.12,5.04,76.35,967.26,0.33,48.98,45.87,55.92,8.46
Wooden Table,North,WH_2,2025-04-19,Home Essentials,Demand Forecasting,24512.16,21260.75,3251.41,15.29,21.0,453,6.92,658.3,9700.52,3559.76,542.97,15.25,High,2.32,Stable,88.74,2.49,98.75,1998.39,4.41,65.09,10.93,85.98,14.93
Corn Flakes,North,WH_2,2025-05-28,Electronics,Demand Forecasting,53350.16,15606.28,37743.880000000005,241.85,211.28,1269,16.92,45364.94,12665.89,4455.8,810.64,18.19,Medium,2.51,Critical,89.97,3.99,87.72,1074.53,0.85,50.84,15.43,60.12,17.89
Samsung Galaxy S22,West,WH_1,2025-04-16,Electronics,Sustainable Packaging,91144.74,56670.8,34473.94,60.83,440.1,4453,12.55,245950.55,3527.71,10162.58,773.02,7.61,High,5.85,Stable,98.01,5.76,89.48,1805.11,0.41,49.63,12.17,76.49,8.44
LEGO Set,West,WH_3,2025-06-30,Fashion,Sustainable Packaging,78538.53,56234.85,22303.68,39.66,57.88,1196,8.82,6105.6,11956.17,18291.62,1221.21,6.68,High,8.89,Watchlist,88.74,1.53,92.31,517.79,0.43,61.8,35.99,68.75,8.08
Sony Headphones,West,WH_3,2025-05-21,Fashion,Green Logistics,62683.32,20072.82,42610.5,212.28,272.69,4725,10.48,135030.63,5582.29,13931.51,2800.16,20.1,Medium,5.97,Critical,92.0,3.54,86.65,1134.44,0.24,44.53,27.22,85.27,16.04
LEGO Set,North,WH_1,2025-06-06,Electronics,Demand Forecasting,19025.08,12129.56,6895.520000000002,56.85,395.18,4610,14.21,258874.91,10899.34,1989.0,254.24,12.78,High,1.05,Stable,96.94,4.09,88.01,720.35,0.16,41.05,28.54,80.45,15.87
iPhone 14,West,WH_3,2025-04-21,Fashion,Sustainable Packaging,54493.15,5530.09,48963.06,885.39,426.78,4344,9.29,172230.31,2436.92,12390.78,1897.81,15.32,Low,6.54,Critical,85.52,2.82,70.01,893.61,0.21,99.75,48.98,67.66,10.93
Bookshelf,North,WH_2,2025-05-24,Consumer Goods,Green Logistics,84678.83,77906.84,6771.990000000005,8.69,180.57,2365,8.39,35829.33,14519.74,9640.42,1260.88,13.08,Low,3.35,Watchlist,92.34,4.57,85.1,1349.91,0.57,29.36,35.66,62.88,13.07
Corn Flakes,East,WH_3,2025-05-25,Home Essentials,Demand Forecasting,31894.59,14135.04,17759.55,125.64,390.04,3874,18.45,278782.26,13206.3,10157.43,1031.63,10.16,Medium,6.7,Stable,94.82,2.76,79.47,2888.61,0.75,61.32,10.49,91.61,8.72
Hot Wheels Car,East,WH_2,2025-04-16,Consumer Goods,Sustainable Packaging,38248.55,12267.01,25981.54,211.8,291.12,1597,19.21,89310.87,10880.4,18288.62,2739.63,14.98,Low,3.11,Stable,97.65,2.64,76.08,1124.24,0.7,69.49,17.8,55.33,18.8
iPhone 14,West,WH_3,2025-05-12,Consumer Goods,Sustainable Packaging,65860.07,34963.87,30896.200000000004,88.37,492.83,4806,18.03,427047.94,8380.47,19703.5,4594.88,23.32,Medium,4.58,Critical,86.86,4.39,82.7,2849.14,0.59,22.61,27.36,93.02,16.64
Tomato Ketchup,North,WH_2,2025-04-01,Home Essentials,Last-Mile Optimization,70669.28,29916.76,40752.520000000004,136.22,59.37,3062,14.19,25796.13,5376.11,11422.7,1112.89,9.74,Medium,9.63,Watchlist,90.31,4.24,76.32,2251.78,0.74,49.78,52.72,63.98,7.7
LEGO Set,South,WH_4,2025-04-18,Consumer Goods,Last-Mile Optimization,48899.69,21720.66,27179.030000000002,125.13,81.46,1325,12.09,13049.28,2126.65,9008.89,692.73,7.69,High,5.65,Critical,89.58,4.18,77.53,2646.25,2.0,23.82,14.95,58.17,8.23
Nike T-Shirt,North,WH_2,2025-05-12,Home Essentials,Last-Mile Optimization,60431.5,56653.54,3777.959999999999,6.67,136.28,262,11.18,3991.86,6564.18,13912.13,2380.58,17.11,High,6.18,Critical,92.81,6.89,78.54,1312.73,5.01,60.84,48.74,72.35,6.18
Pasta,West,WH_2,2025-05-14,Electronics,Warehouse Automation,66814.61,40335.55,26479.059999999998,65.65,425.96,684,6.19,18034.98,6467.13,6956.16,1256.3,18.06,High,3.41,Critical,90.73,6.38,93.43,2846.92,4.16,79.83,36.05,72.51,7.51
Tomato Ketchup,South,WH_2,2025-06-24,Electronics,Last-Mile Optimization,17205.83,7037.28,10168.550000000003,144.5,60.47,622,19.05,7165.15,8151.42,2022.68,413.0,20.42,High,7.88,Stable,86.51,4.9,72.53,2828.97,4.55,51.19,21.47,86.88,11.65
Pasta,South,WH_4,2025-05-28,Consumer Goods,Green Logistics,92374.51,80512.65,11861.86,14.73,238.92,4528,19.02,205764.02,9131.09,3567.18,855.04,23.97,High,2.59,Critical,91.62,5.62,96.32,1587.44,0.35,71.18,36.69,95.45,12.22
Adidas Sneakers,North,WH_4,2025-05-09,Home Essentials,Last-Mile Optimization,24014.58,5200.71,18813.870000000003,361.76,266.42,1216,10.16,32915.02,8099.57,1158.03,271.46,23.44,Medium,3.7,Watchlist,96.57,4.78,93.9,1870.53,1.54,35.09,54.11,71.86,8.75
Nike T-Shirt,West,WH_2,2025-04-14,Home Essentials,Warehouse Automation,66279.07,36657.38,29621.69000000001,80.81,401.98,2327,9.27,86712.27,34974.149999999994,16367.36,2170.0,13.26,Low,2.64,Watchlist,86.6,4.0,83.58,2251.18,0.97,59.36,26.03,57.61,19.55
Tomato Ketchup,East,WH_3,2025-05-24,Fashion,Warehouse Automation,10738.37,5517.58,5220.790000000001,94.62,17.22,1879,10.13,3277.7,6050.5,16189.78,4040.85,24.96,Medium,7.27,Stable,89.79,6.14,98.55,640.1,0.34,82.05,13.57,73.51,7.88
LEGO Set,West,WH_4,2025-06-08,Consumer Goods,Green Logistics,44631.81,43639.91,991.8999999999942,2.27,131.11,374,7.99,3917.91,11559.2,2785.25,510.26,18.32,Low,5.26,Critical,98.94,6.65,74.76,2320.59,6.2,79.58,37.48,56.11,12.22
Samsung Galaxy S22,East,WH_3,2025-04-21,Consumer Goods,Warehouse Automation,49074.55,5664.1,43410.450000000004,766.41,399.25,4889,6.79,132536.27,12258.87,1169.67,68.31,5.84,High,5.28,Critical,87.25,5.74,77.46,1749.8,0.36,74.88,26.92,98.48,16.39
LEGO Set,East,WH_3,2025-04-05,Electronics,Sustainable Packaging,53905.86,20490.42,33415.44,163.08,283.59,2945,17.08,142647.47,7703.35,4666.34,876.57,18.78,Medium,7.52,Watchlist,98.03,4.17,83.13,1236.79,0.42,75.76,19.49,59.33,10.21
Bookshelf,East,WH_2,2025-04-15,Electronics,Green Logistics,36610.54,13324.61,23285.93,174.76,189.89,105,16.64,3317.76,8577.45,14939.5,3385.09,22.66,High,8.71,Critical,88.46,5.47,89.75,1847.39,17.59,51.0,36.2,74.88,13.27
Samsung Galaxy S22,East,WH_1,2025-04-17,Home Essentials,Last-Mile Optimization,69300.19,7814.89,61485.3,786.77,469.52,1563,18.1,132828.62,4627.03,10222.04,712.99,6.98,High,6.78,Watchlist,94.54,4.39,91.04,1139.85,0.73,49.31,40.3,53.54,18.95
